Search Engine,Mean(P@1),Mean(P@3),Mean(P@5),Mean(P@10)
SE_1,0.03153153153153153,0.030030030030030023,0.027927927927927934,0.025675675675675674
SE_2,0.30180180180180183,0.2957957957957959,0.2630630630630632,0.1855855855855856
SE_3,0.23873873873873874,0.20570570570570582,0.18648648648648644,0.14324324324324328
