Search Engine,Mean(nDCG@1),Mean(nDCG@3),Mean(nDCG@5),Mean(nDCG@10)
SE_1,0.03153153153153153,0.03045129519563904,0.02874878420828955,0.027051896593444084
SE_2,0.30180180180180183,0.2968489587098184,0.27540962893738374,0.2222101295676896
SE_3,0.23873873873873874,0.208654561864969,0.1957670385169067,0.16557749371361313
